Month	Year	Rainfall	WPI	Crop	Season	Prev_Month_WPI	Temperature
12	2015	20	    177.2	Carrot	3	175.3	19.9908975
1	2016	27.7	179.3	Carrot	3	177.2	30.5012003
2	2016	15.8	181.5	Carrot	3	179.3	25.4149168
3	2016	22.8	183.6	Carrot	3	181.5	22.64274109
4	2016	42.5	185.7	Carrot	2	183.6	19.8332756
5	2016	34	    188.2	Carrot	2	185.7	27.10997749
6	2016	303.5	190.6	Carrot	0	188.2	28.50594778
7	2016	283.7	192.4	Carrot	0	190.6	25.26302345
8	2016	216.2	194.8	Carrot	0	192.4	31.45867432
9	2016	252.1	196.8	Carrot	0	194.8	31.03348246
10	2016	129	    199.2	Carrot	1	196.8	23.75946207
11	2016	86	     201.3	Carrot	1	199.2	19.74460285
12	2016	24.8	203.2	Carrot	3	201.3	32.37309647
1	2017	37.4	205.6	Carrot	3	203.2	31.83737909
2	2017	17.7	207.9	Carrot	3	205.6	22.12094584
3	2017	31.6	209.9	Carrot	3	207.9	18.53431697
4	2017	71.3	212.1	Carrot	2	209.9	20.70598116
5	2017	46.8	213.8	Carrot	2	212.1	22.07773065
6	2017	284.1	215.9	Carrot	0	213.8	22.73396719
7	2017	319.1	217.9	Carrot	0	215.9	34.4199759
8	2017	153.1	219.8	Carrot	0	217.9	33.10754153
9	2017	153.7	221.5	Carrot	0	219.8	20.84031446
10	2017	86.9	223.1	Carrot	1	221.5	34.26300662
11	2017	118.2	224.8	Carrot	1	223.1	29.60639928
12	2017	28	    227	Carrot	3	224.8	21.18560066
1	2018	29.9	228.7	Carrot	3	227	20.33451992
2	2018	30.4	231.1	Carrot	3	228.7	24.60433323
3	2018	38.6	232.8	Carrot	3	231.1	33.72904477
4	2018	73.1	234.4	Carrot	2	232.8	34.10191731
5	2018	66.4	236.6	Carrot	2	234.4	33.64198655
6	2018	157.7	238.7	Carrot	0	236.6	20.01955383
7	2018	250	    240.6	Carrot	0	238.7	28.17384458
8	2018	276.1	242.9	Carrot	0	240.6	32.44367434
9	2018	292.9	245.2	Carrot	0	242.9	33.3148344
10	2018	26.1	247.3	Carrot	1	245.2	19.92831079
11	2018	36.3	248.9	Carrot	1	247.3	34.82110826
12	2018	12.4	251.4	Carrot	3	248.9	29.79854958
4	2012	63.8	113.8	Bajra	2	179.2	24.86270223
5	2012	74.3	116.2	Bajra	2	113.8	21.65147239
6	2012	233.5	118.6	Bajra	0	116.2	26.9861424
7	2012	283.6	120.9	Bajra	0	118.6	29.47923331
8	2012	258	    123.1	Bajra	0	120.9	28.22442825
9	2012	247.9	125.5	Bajra	0	123.1	34.14122634
10	2012	46.5	127.8	Bajra	1	125.5	32.46134521
11	2012	41.3	130.1	Bajra	1	127.8	26.70108661
12	2012	38.5	132	Bajra	3	130.1	25.61831296
1	2013	26.5	133.6	Bajra	3	132	32.84699157
2	2013	29.3	135.5	Bajra	3	133.6	25.43296427
3	2013	14.2	137.3	Bajra	3	135.5	20.13993835
4	2013	58.8	139.4	Bajra	2	137.3	30.67684076
5	2013	57.7	140.9	Bajra	2	139.4	33.01463738
6	2013	198.8	142.9	Bajra	0	140.9	26.18911799
7	2013	309.1	144.4	Bajra	0	142.9	22.65260806
8	2013	216.6	146.6	Bajra	0	144.4	29.8249821
9	2013	166.9	148.9	Bajra	0	146.6	31.68763447
10	2013	93.7	150.9	Bajra	1	148.9	23.25320095
11	2013	70.1	153.3	Bajra	1	150.9	29.31591407
12	2013	17.4	155.5	Bajra	3	153.3	18.55027486
1	2014	14.1	157.1	Bajra	3	155.5	34.11732993
2	2014	37.7	159.4	Bajra	3	157.1	33.53238575
3	2014	32.7	161.3	Bajra	3	159.4	28.45647846
4	2014	66.8	162.8	Bajra	2	161.3	34.90743086
5	2014	41.7	165	Bajra	2	162.8	31.65912913
6	2014	298.3	167.1	Bajra	0	165	29.23068391
7	2014	238.8	168.7	Bajra	0	167.1	23.69051156
8	2014	290.5	170.2	Bajra	0	168.7	18.00533746
9	2014	164.9	172.4	Bajra	0	170.2	28.52293424
10	2014	92	    174.5	Bajra	1	172.4	32.59477495
11	2014	107.5	176.5	Bajra	1	174.5	31.15126917
12	2014	25.5	178.7	Bajra	3	176.5	29.17328408
1	2015	26.2	181	Bajra	3	178.7	19.15007046
2	2015	36.4	183	Bajra	3	181	21.17606657
3	2015	37.2	184.6	Bajra	3	183	24.27292865
4	2015	62.6	187	Bajra	2	184.6	24.58197621
5	2015	57.9	188.9	Bajra	2	187	26.71348669
6	2015	171.3	190.6	Bajra	0	188.9	25.21140014
7	2015	280	    192.9	Bajra	0	190.6	20.41232084
8	2015	296.8	195.3	Bajra	0	192.9	32.56687711
9	2015	152.7	197.6	Bajra	0	195.3	34.24355747
10	2015	127	    199.7	Bajra	1	197.6	33.54248179
11	2015	103.1	202.2	Bajra	1	199.7	32.92740417
12	2015	18.7	204.6	Bajra	3	202.2	32.68004343
1	2016	22.1	206.6	Bajra	3	204.6	31.98259584
2	2016	23.2	208.9	Bajra	3	206.6	23.69922178
3	2016	14.1	210.9	Bajra	3	208.9	33.6795927
4	2016	73.2	213.2	Bajra	2	210.9	32.82777221
5	2016	59.5	215.1	Bajra	2	213.2	26.56792231
6	2016	173.6	217.2	Bajra	0	215.1	31.77673985
7	2016	197.9	219.2	Bajra	0	217.2	34.9985421
8	2016	298.3	221.7	Bajra	0	219.2	30.38983618
9	2016	150.2	223.5	Bajra	0	221.7	26.7319367
10	2016	126	    225.9	Bajra	1	223.5	28.03552166
11	2016	123.4	227.7	Bajra	1	225.9	24.10880668
12	2016	20.6	229.4	Bajra	3	227.7	33.46203999
1	2017	14.9	231.9	Bajra	3	229.4	29.58013692
2	2017	20.7	233.6	Bajra	3	231.9	28.38048601
3	2017	24.1	236	Bajra	3	233.6	20.81086301
4	2017	66.5	238.4	Bajra	2	236	19.26455413
5	2017	74.4	240	Bajra	2	238.4	23.92282567
6	2017	318.6	241.7	Bajra	0	240	21.34773666
7	2017	189.2	243.9	Bajra	0	241.7	26.07417257
8	2017	191.9	245.6	Bajra	0	243.9	24.40489554
9	2017	311	    247.6	Bajra	0	245.6	21.01957992
10	2017	111.9	249.5	Bajra	1	247.6	21.14151796
11	2017	106.8	251.4	Bajra	1	249.5	32.91143492
12	2017	18.4	253.3	Bajra	3	251.4	20.56951223
1	2018	18.9	255.1	Bajra	3	253.3	31.95445008
2	2018	14.9	257.1	Bajra	3	255.1	18.35505301
3	2018	32.5	258.8	Bajra	3	257.1	30.89505245
4	2018	50.4	260.5	Bajra	2	258.8	24.62904996
5	2018	42.1	262.6	Bajra	2	260.5	22.5240119
6	2018	201.8	264.6	Bajra	0	262.6	20.82885831
7	2018	307	    266.7	Bajra	0	264.6	25.94696557
8	2018	193.3	268.3	Bajra	0	266.7	29.95775826
9	2018	186.8	270	Bajra	0	268.3	28.89904288
10	2018	27.3	272.3	Bajra	1	270	28.33964622
11	2018	109.4	274.7	Bajra	1	272.3	29.8856854
12	2018	31.5	277.2	Bajra	3	274.7	30.29112625
4	2012	37.5	126.9	Cotton	2	200	23.47608018
5	2012	33.7	129.3	Cotton	2	126.9	21.60124016
6	2012	303	    131.6	Cotton	0	129.3	19.2125579
7	2012	188.3	133.7	Cotton	0	131.6	34.10910161
8	2012	255.6	135.2	Cotton	0	133.7	22.90532471
9	2012	249.5	137	Cotton	0	135.2	20.12171099
10	2012	52.7	139.3	Cotton	1	137	20.18180743
11	2012	73	    141.7	Cotton	1	139.3	28.41540287
12	2012	14.1	143.9	Cotton	3	141.7	33.06968993
1	2013	37.3	146.1	Cotton	3	143.9	33.85741994
2	2013	28.3	147.7	Cotton	3	146.1	22.33886356
3	2013	30.5	149.9	Cotton	3	147.7	21.17221668
4	2013	58.8	151.4	Cotton	2	149.9	22.82579245
5	2013	32.1	153.3	Cotton	2	151.4	33.9665265
6	2013	188.5	155.2	Cotton	0	153.3	25.62269923
7	2013	265.5	157.1	Cotton	0	155.2	32.18461327
8	2013	284	    159.5	Cotton	0	157.1	21.02986342
9	2013	162.7	161.8	Cotton	0	159.5	30.75541351
10	2013	81.2	163.3	Cotton	1	161.8	33.31373096
11	2013	119.7	165.1	Cotton	1	163.3	31.20220188
12	2013	30	    167.2	Cotton	3	165.1	26.15275545
1	2014	31.8	169.5	Cotton	3	167.2	34.81438107
2	2014	33	    171	Cotton	3	169.5	34.86617821
3	2014	38.3	173.3	Cotton	3	171	21.95101849
4	2014	67.6	174.9	Cotton	2	173.3	23.71793022
5	2014	65.8	176.6	Cotton	2	174.9	33.36137869
6	2014	271.3	178.2	Cotton	0	176.6	20.81559698
7	2014	160.6	180	Cotton	0	178.2	18.95975768
8	2014	198.2	181.9	Cotton	0	180	34.08902095
9	2014	294	    183.5	Cotton	0	181.9	23.59380126
10	2014	100.7	185.4	Cotton	1	183.5	27.65200302
11	2014	28.3	187.7	Cotton	1	185.4	21.64630442
12	2014	17	    189.7	Cotton	3	187.7	32.171749
1	2015	15.3   	191.9	Cotton	3	189.7	33.61109285
2	2015	29.7	193.5	Cotton	3	191.9	30.01991538
3	2015	33.2	195.4	Cotton	3	193.5	31.55341219
4	2015	68.4	197.4	Cotton	2	195.4	33.67741
5	2015	46	    199.1	Cotton	2	197.4	26.54694013
6	2015	226	    201.5	Cotton	0	199.1	26.46543125
7	2015	289.3	203.1	Cotton	0	201.5	26.93390477
8	2015	177.6	204.9	Cotton	0	203.1	21.23125341
9	2015	253.6	207	Cotton	0	204.9	23.69559121
10	2015	105	    208.6	Cotton	1	207	27.95436707
11	2015	92.5	210.7	Cotton	1	208.6	32.82735048
12	2015	34.4	212.3	Cotton	3	210.7	32.44733163
1	2016	21.3	214	Cotton	3	212.3	34.85669827
2	2016	21.5	215.9	Cotton	3	214	27.4160454
3	2016	29.1	217.9	Cotton	3	215.9	25.54312863
4	2016	38.9	220	Cotton	2	217.9	25.42496184
5	2016	73.5	221.8	Cotton	2	220	25.54703131
6	2016	304.4	224.1	Cotton	0	221.8	21.60711324
7	2016	213.3	226	Cotton	0	224.1	33.14012273
8	2016	290	    228.4	Cotton	0	226	19.47508114
9	2016	187.5	230.1	Cotton	0	228.4	24.33425184
10	2016	30.1	232.3	Cotton	1	230.1	18.02729503
11	2016	39	    234.7	Cotton	1	232.3	28.18801422
12	2016	29.4	236.3	Cotton	3	234.7	24.83629248
1	2017	13.6	238.6	Cotton	3	236.3	27.81498477
2	2017	25.3	240.3	Cotton	3	238.6	28.89376473
3	2017	29.4	242.1	Cotton	3	240.3	32.55908146
4	2017	67.7	244.2	Cotton	2	242.1	28.5611668
5	2017	44.1	246.1	Cotton	2	244.2	27.27576276
6	2017	243.6	247.8	Cotton	0	246.1	21.20510185
7	2017	182.8	249.7	Cotton	0	247.8	23.07581892
8	2017	228.2	251.9	Cotton	0	249.7	27.18755846
9	2017	253.2	254.3	Cotton	0	251.9	29.72820755
10	2017	97.2	255.8	Cotton	1	254.3	19.23550028
11	2017	52.1	257.4	Cotton	1	255.8	25.31253902
12	2017	34	    259.6	Cotton	3	257.4	20.48274663
1	2018	20.8	261.4	Cotton	3	259.6	33.44048191
2	2018	27.5	262.9	Cotton	3	261.4	30.37969625
3	2018	29.7	265.3	Cotton	3	262.9	25.39413668
4	2018	64.3	266.9	Cotton	2	265.3	21.84047651
5	2018	48.8	268.9	Cotton	2	266.9	22.01439201
6	2018	238.8	270.8	Cotton	0	268.9	26.34717128
7	2018	176.6	272.9	Cotton	0	270.8	29.85372964
8	2018	289.1	274.9	Cotton	0	272.9	29.21910832
9	2018	237.6	277	Cotton	0	274.9	21.65942266
10	2018	124.2	279	Cotton	1	277	32.85260342
11	2018	90.9	280.8	Cotton	1	279	20.39337296
12	2018	34.9	282.6	Cotton	3	280.8	20.35665778
4	2012	61.2	110.3	Jowar	2	172.8	32.20366356
5	2012	59	    112	Jowar	2	110.3	20.48736824
6	2012	150.4	114.4	Jowar	0	112	33.44307744
7	2012	308.5	116.6	Jowar	0	114.4	18.89216354
8	2012	267.6	118.2	Jowar	0	116.6	31.33277803
9	2012	233.8	120	Jowar	0	118.2	21.10994937
10	2012	83.4	122.2	Jowar	1	120	32.37464097
11	2012	47.9	124.6	Jowar	1	122.2	32.06938479
12	2012	35.7	126.3	Jowar	3	124.6	23.32801237
1	2013	11.1	128	Jowar	3	126.3	29.04149758
2	2013	25.5	130.1	Jowar	3	128	25.65322602
3	2013	14.3	132.6	Jowar	3	130.1	24.00833197
4	2013	73.1	134.3	Jowar	2	132.6	25.40936593
5	2013	46.8	136.1	Jowar	2	134.3	29.09570354
6	2013	271.6	138.4	Jowar	0	136.1	23.35358045
7	2013	256	    139.9	Jowar	0	138.4	26.90751969
8	2013	312.1	141.5	Jowar	0	139.9	29.76711014
9	2013	294.5	143.7	Jowar	0	141.5	27.47678679
10	2013	112.2	145.8	Jowar	1	143.7	32.69665217
11	2013	108.6	147.7	Jowar	1	145.8	24.59281543
12	2013	17.1	149.7	Jowar	3	147.7	32.34118148
1	2014	28	    151.8	Jowar	3	149.7	18.01313965
2	2014	26.6	153.8	Jowar	3	151.8	27.46922667
3	2014	19.2	156.2	Jowar	3	153.8	26.9331649
4	2014	37.4	157.8	Jowar	2	156.2	21.22426924
5	2014	54.2	159.8	Jowar	2	157.8	25.72184823
6	2014	239.6	161.8	Jowar	0	159.8	32.72955943
7	2014	189.4	163.6	Jowar	0	161.8	34.89131682
8	2014	219.2	165.4	Jowar	0	163.6	25.19026734
9	2014	167.7	167.1	Jowar	0	165.4	33.82742209
10	2014	88.4	168.9	Jowar	1	167.1	28.98273796
11	2014	52.4	171.1	Jowar	1	168.9	22.99512644
12	2014	29.2	173.5	Jowar	3	171.1	31.17397339
1	2015	21.2	175.1	Jowar	3	173.5	31.6754368
2	2015	25.4	177.2	Jowar	3	175.1	33.71500215
3	2015	32.6	178.9	Jowar	3	177.2	31.87341491
4	2015	32.8	180.6	Jowar	2	178.9	18.99520564
5	2015	73.4	182.2	Jowar	2	180.6	21.5891765
6	2015	283.5	183.8	Jowar	0	182.2	27.14224921
7	2015	207.4	186.3	Jowar	0	183.8	23.80215726
8	2015	275.9	188.2	Jowar	0	186.3	29.77847812
9	2015	160.7	190.3	Jowar	0	188.2	24.2505891
10	2015	95.3	191.8	Jowar	1	190.3	32.59727927
11	2015	130	    194.1	Jowar	1	191.8	24.09960612
12	2015	34.4	196.1	Jowar	3	194.1	29.26341141
1	2016	28  	198.1	Jowar	3	196.1	22.63377014
2	2016	38.1	200.2	Jowar	3	198.1	21.56967172
3	2016	10.2	202.4	Jowar	3	200.2	23.31899164
4	2016	37.7	204.2	Jowar	2	202.4	32.54450401
5	2016	73.8	206.3	Jowar	2	204.2	23.84261452
6	2016	151.4	208.7	Jowar	0	206.3	34.60847946
7	2016	216.9	211.1	Jowar	0	208.7	24.55991248
8	2016	310.8	213.3	Jowar	0	211.1	27.31494387
9	2016	203.1	215.1	Jowar	0	213.3	18.71960146
10	2016	102.4	217.5	Jowar	1	215.1	30.95474466
11	2016	83.8	219.4	Jowar	1	217.5	27.29397363
12	2016	22.1	221	Jowar	3	219.4	19.31919831
1	2017	39.2	222.7	Jowar	3	221	29.69031447
2	2017	35.8	225.2	Jowar	3	222.7	25.18229401
3	2017	35.8	227.2	Jowar	3	225.2	33.27714071
4	2017	70.6	229.6	Jowar	2	227.2	25.33615578
5	2017	70.7	231.3	Jowar	2	229.6	24.71799037
6	2017	310.7	233.7	Jowar	0	231.3	34.20292452
7	2017	294.4	235.4	Jowar	0	233.7	26.50169166
8	2017	255.4	237.6	Jowar	0	235.4	34.3283501
9	2017	233.8	239.3	Jowar	0	237.6	24.04026196
10	2017	94.2	240.9	Jowar	1	239.3	31.50714163
11	2017	39	    242.5	Jowar	1	240.9	29.2001373
12	2017	39.8	244.7	Jowar	3	242.5	27.07948169
1	2018	33.8	246.9	Jowar	3	244.7	20.96917308
2	2018	14.4	249.1	Jowar	3	246.9	27.20948372
3	2018	18.5	251.1	Jowar	3	249.1	22.23110006
4	2018	58.7	253.2	Jowar	2	251.1	20.58733097
5	2018	40.6	254.9	Jowar	2	253.2	28.24659271
6	2018	303.7	257	Jowar	0	254.9	18.23347413
7	2018	255.3	258.7	Jowar	0	257	19.95879071
8	2018	254.9	261.2	Jowar	0	258.7	20.67617163
9	2018	208.5	263.7	Jowar	0	261.2	22.77835129
10	2018	60	    265.5	Jowar	1	263.7	27.07394759
11	2018	75.8	267.2	Jowar	1	265.5	31.16001893
12	2018	38.9	269.5	Jowar	3	267.2	20.06471437
4	2012	57.4	116.9	Urad	2	184	29.6852679
5	2012	64.3	118.5	Urad	2	116.9	33.47153905
6	2012	310.4	120	Urad	0	118.5	18.04932308
7	2012	224.1	122.4	Urad	0	120	30.00704055
8	2012	264.7	124.6	Urad	0	122.4	29.47481846
9	2012	316.4	126.6	Urad	0	124.6	34.34128467
10	2012	93.5	128.1	Urad	1	126.6	27.1932206
11	2012	100.9	130	Urad	1	128.1	28.36181874
12	2012	14.4	132	Urad	3	130	23.32063476
1	2013	18.8	133.6	Urad	3	132	31.37726307
2	2013	15.3	136	Urad	3	133.6	18.29307702
3	2013	26.3	137.8	Urad	3	136	27.99050007
4	2013	60.6	139.9	Urad	2	137.8	20.9321352
5	2013	70.7	141.5	Urad	2	139.9	31.46357082
6	2013	154.6	143.1	Urad	0	141.5	22.13489501
7	2013	204.9	145.3	Urad	0	143.1	24.87060807
8	2013	236.4	147.8	Urad	0	145.3	26.37945815
9	2013	316.6	149.9	Urad	0	147.8	24.52036743
10	2013	91.9	151.6	Urad	1	149.9	31.91934268
11	2013	32.5	153.2	Urad	1	151.6	27.77701693
12	2013	37.5	154.8	Urad	3	153.2	29.4182682
1	2014	30.8	156.5	Urad	3	154.8	25.41929184
2	2014	13.3	158.6	Urad	3	156.5	26.96490113
3	2014	15.3	160.2	Urad	3	158.6	22.89082031
4	2014	34.9	161.8	Urad	2	160.2	23.95431901
5	2014	46.5	164	Urad	2	161.8	31.1052437
6	2014	305.9	166.2	Urad	0	164	26.00694931
7	2014	188.9	168.4	Urad	0	166.2	29.93341744
8	2014	293.4	169.9	Urad	0	168.4	22.94930761
9	2014	253 	172.3	Urad	0	169.9	28.81814955
10	2014	45.6	174	Urad	1	172.3	31.11696719
11	2014	52.3	175.8	Urad	1	174	22.25902809
12	2014	21	    178.1	Urad	3	175.8	32.72257365
1	2015	17.6	180.2	Urad	3	178.1	23.78424431
2	2015	29.3	182.6	Urad	3	180.2	34.2506179
3	2015	36.6	184.6	Urad	3	182.6	30.64238292
4	2015	42.1	186.7	Urad	2	184.6	27.71608765
5	2015	62.2	188.6	Urad	2	186.7	34.86362327
6	2015	152.9	190.8	Urad	0	188.6	26.43568671
7	2015	207.5	192.5	Urad	0	190.8	21.39254037
8	2015	308.6	194.5	Urad	0	192.5	18.51192944
9	2015	248.3	196.1	Urad	0	194.5	32.23589782
10	2015	78.9	197.8	Urad	1	196.1	26.37833591
11	2015	77.3	199.6	Urad	1	197.8	19.16307566
12	2015	22.2	201.4	Urad	3	199.6	34.43592812
1	2016	22.3	203.2	Urad	3	201.4	22.00406761
2	2016	39.9	205.2	Urad	3	203.2	20.98137186
3	2016	11.7	207.5	Urad	3	205.2	21.91753825
4	2016	41.1	209.9	Urad	2	207.5	29.48587975
5	2016	63.3	211.4	Urad	2	209.9	20.20296911
6	2016	287.3	213.8	Urad	0	211.4	33.14334711
7	2016	271.7	215.7	Urad	0	213.8	22.54308033
8	2016	252.4	217.6	Urad	0	215.7	25.72428265
9	2016	177.1	220	Urad	0	217.6	29.62331985
10	2016	79.3	221.7	Urad	1	220	22.97515986
11	2016	91.3	223.8	Urad	1	221.7	32.92891637
12	2016	35.7	225.5	Urad	3	223.8	26.78676949
1	2017	23.8	227.2	Urad	3	225.5	22.47763073
2	2017	40	    229	Urad	3	227.2	21.26658241
3	2017	23.1	231.5	Urad	3	229	22.61382776
4	2017	57.6	233.5	Urad	2	231.5	31.09506423
5	2017	45.8	235.5	Urad	2	233.5	30.31986046
6	2017	241.3	237.7	Urad	0	235.5	34.72775227
7	2017	211.7	240	Urad	0	237.7	18.85513437
8	2017	312.4	242.4	Urad	0	240	25.71683469
9	2017	251.6	244.7	Urad	0	242.4	26.35095787
10	2017	110.2	246.7	Urad	1	244.7	20.48629992
11	2017	66.5	248.6	Urad	1	246.7	34.58340092
12	2017	22.2	250.6	Urad	3	248.6	26.08740499
1	2018	22.2	252.3	Urad	3	250.6	29.45138484
2	2018	16.5	254.6	Urad	3	252.3	25.54480087
3	2018	12  	256.1	Urad	3	254.6	18.88357159
4	2018	70.2	258.4	Urad	2	256.1	26.65598919
5	2018	59.7	260.1	Urad	2	258.4	19.46564832
6	2018	223.4	262.4	Urad	0	260.1	21.88481875
7	2018	206	    264	Urad	0	262.4	24.36867006
8	2018	150.5	265.6	Urad	0	264	23.88227519
9	2018	158.5	267.3	Urad	0	265.6	31.77982511
10	2018	92.9	269.2	Urad	1	267.3	27.94154661
11	2018	109.6	271.7	Urad	1	269.2	28.00850526
12	2018	31.9	273.7	Urad	3	271.7	22.89712158
4	2012	66.6	112	Masoor	2	176	21.13670403
5	2012	68.8	114.1	Masoor	2	112	34.99593905
6	2012	285.7	116.4	Masoor	0	114.1	21.99750598
7	2012	208.1	118.2	Masoor	0	116.4	25.56069701
8	2012	244.6	120	Masoor	0	118.2	19.62093373
9	2012	165.6	121.8	Masoor	0	120	18.5481019
10	2012	57	    123.9	Masoor	1	121.8	20.92850804
11	2012	70.9	125.6	Masoor	1	123.9	18.35462916
12	2012	20.8	127.5	Masoor	3	125.6	24.41003354
1	2013	21.5	129.2	Masoor	3	127.5	19.63778865
2	2013	18.2	131.4	Masoor	3	129.2	29.53802884
3	2013	35.5	132.9	Masoor	3	131.4	22.06817587
4	2013	50.4	134.6	Masoor	2	132.9	31.48206868
5	2013	52.5	137.1	Masoor	2	134.6	24.45740462
6	2013	251.5	139.3	Masoor	0	137.1	22.10606951
7	2013	255.6	141.1	Masoor	0	139.3	24.02074434
8	2013	215	    143.6	Masoor	0	141.1	31.77234558
9	2013	265.4	145.3	Masoor	0	143.6	29.36521325
10	2013	64.4	147.5	Masoor	1	145.3	31.3579713
11	2013	115.9	149.8	Masoor	1	147.5	21.69035669
12	2013	27.8	151.8	Masoor	3	149.8	32.88900375
1	2014	22.9	154	Masoor	3	151.8	28.41792794
2	2014	13.5	156.3	Masoor	3	154	22.13274532
3	2014	21.9	158.5	Masoor	3	156.3	31.01122913
4	2014	56.9	161	Masoor	2	158.5	30.55697132
5	2014	41.4	162.9	Masoor	2	161	22.1097378
6	2014	184.6	165.4	Masoor	0	162.9	18.59961899
7	2014	318.5	167.5	Masoor	0	165.4	18.78650792
8	2014	277.1	169.5	Masoor	0	167.5	19.52696561
9	2014	171.8	171.5	Masoor	0	169.5	30.29354099
10	2014	109.4	173.7	Masoor	1	171.5	26.59148109
11	2014	39.4	175.9	Masoor	1	173.7	26.33815781
12	2014	18.7	177.7	Masoor	3	175.9	31.8408617
1	2015	20	    179.3	Masoor	3	177.7	21.39045292
2	2015	32.1	181.1	Masoor	3	179.3	27.28054499
3	2015	31.6	182.6	Masoor	3	181.1	25.71219519
4	2015	73.8	184.4	Masoor	2	182.6	25.91355792
5	2015	70.2	186.2	Masoor	2	184.4	30.78271702
6	2015	243.5	188.2	Masoor	0	186.2	19.26534442
7	2015	216.5	189.9	Masoor	0	188.2	20.04585358
8	2015	250.2	191.8	Masoor	0	189.9	22.94365369
9	2015	265.7	193.9	Masoor	0	191.8	18.16885765
10	2015	78.6	195.6	Masoor	1	193.9	28.23810215
11	2015	93.7	197.8	Masoor	1	195.6	23.72654209
12	2015	23.3	199.7	Masoor	3	197.8	23.38826701
1	2016	37.3	201.5	Masoor	3	199.7	31.06490213
2	2016	18.3	203.2	Masoor	3	201.5	26.93893876
3	2016	14.6	205.1	Masoor	3	203.2	25.97643879
4	2016	36.7	207.2	Masoor	2	205.1	33.12889096
5	2016	65.2	209.7	Masoor	2	207.2	34.33952662
6	2016	292.8	212	Masoor	0	209.7	28.25268895
7	2016	284.8	214.3	Masoor	0	212	32.7114478
8	2016	168	    216.5	Masoor	0	214.3	30.47752008
9	2016	283.6	218.2	Masoor	0	216.5	32.00952193
10	2016	43.8	220.2	Masoor	1	218.2	25.77944911
11	2016	45.9	222	Masoor	1	220.2	18.10755752
12	2016	27.2	223.7	Masoor	3	222	18.28031429
1	2017	20.6	225.6	Masoor	3	223.7	29.22790135
2	2017	29.4	227.9	Masoor	3	225.6	19.48482522
3	2017	12.8	230.2	Masoor	3	227.9	18.16298075
4	2017	69.7	232.7	Masoor	2	230.2	32.60869803
5	2017	43.7	235.1	Masoor	2	232.7	28.88983486
6	2017	227.3	236.9	Masoor	0	235.1	23.15315756
7	2017	150.2	238.6	Masoor	0	236.9	34.74470007
8	2017	266.4	240.5	Masoor	0	238.6	24.51543207
9	2017	289.2	242.4	Masoor	0	240.5	31.86579109
10	2017	40.5	244.3	Masoor	1	242.4	22.89602631
11	2017	60.8	246.7	Masoor	1	244.3	28.93720746
12	2017	34.6	248.5	Masoor	3	246.7	22.67978183
1	2018	37.1	250.7	Masoor	3	248.5	24.45661083
2	2018	13.4	253.1	Masoor	3	250.7	23.95006733
3	2018	17.6	254.8	Masoor	3	253.1	34.05214665
4	2018	36	    257.1	Masoor	2	254.8	21.09058133
5	2018	65.9	259.1	Masoor	2	257.1	26.3577297
6	2018	178.3	261.2	Masoor	0	259.1	20.12439279
7	2018	194.6	263.3	Masoor	0	261.2	23.57878308
8	2018	252.1	265.7	Masoor	0	263.3	34.81064791
9	2018	164.5	267.8	Masoor	0	265.7	20.04687186
10	2018	29.7	269.4	Masoor	1	267.8	27.27506904
11	2018	79.3	271.8	Masoor	1	269.4	30.86368774
12	2018	36.4	274.2	Masoor	3	271.8	29.59054461
